ticker,date,vader_sentiment,finvader_sentiment
ABBV,2020-03-26,0.23835,0.00515
ABBV,2020-03-27,0.12765,0.011300000000000001
ABBV,2020-03-30,0.22376000000000001,0.020880000000000003
ABBV,2020-03-31,0.2732833333333334,0.1778833333333333
ABBV,2020-04-01,0.0,0.0
ABBV,2020-04-02,-0.05135,-0.09995
ABBV,2020-04-03,0.2023,0.0129
ABBV,2020-04-06,0.11773333333333334,0.13355
ABBV,2020-04-07,0.07918333333333334,0.14265
ABBV,2020-04-08,0.2135,0.12536666666666665
ABBV,2020-04-09,-0.14562499999999998,0.005175
ABBV,2020-04-13,0.1218,-0.03614545454545454
ABBV,2020-04-14,-0.1897333333333333,-0.0921
ABBV,2020-04-15,0.0,0.0070999999999999995
ABBV,2020-04-16,0.32888333333333336,0.0172
ABBV,2020-04-17,0.29261428571428577,0.09035714285714287
ABBV,2020-04-20,0.09266,0.04861
ABBV,2020-04-21,0.16643333333333335,0.02103333333333333
ABBV,2020-04-22,0.18223333333333336,0.00997777777777778
ABBV,2020-04-23,0.1816,0.3569
ABBV,2020-04-24,0.047725,0.004575000000000003
ABBV,2020-04-27,0.13701666666666668,0.048608333333333344
ABBV,2020-04-28,0.140125,0.018325
ABBV,2020-04-29,-0.02735,0.0223
ABBV,2020-04-30,0.33368333333333333,0.13876666666666668
ABBV,2020-05-01,0.09334210526315789,0.20604736842105262
ABBV,2020-05-04,0.13098333333333334,-0.002316666666666666
ABBV,2020-05-05,0.3416666666666667,0.13652222222222224
ABBV,2020-05-06,0.20484999999999998,0.056266666666666666
ABBV,2020-05-07,0.2208,0.18581666666666666
ABBV,2020-05-08,0.1651888888888889,0.08203333333333333
ABBV,2020-05-11,0.10827222222222223,0.05025
ABBV,2020-05-12,-0.057942857142857136,0.04344285714285715
ABBV,2020-05-13,0.1592769230769231,0.06723846153846154
ABBV,2020-05-14,0.25461666666666666,0.09894999999999998
ABBV,2020-05-15,0.24530000000000002,0.052227272727272726
ABBV,2020-05-18,0.15853333333333333,0.02655
ABBV,2020-05-19,0.17020000000000002,0.1193
ABBV,2020-05-20,0.01466666666666668,0.0116
ABBV,2020-05-21,0.08218333333333334,0.06253333333333334
ABBV,2020-05-22,0.1468,0.24323333333333333
ABBV,2020-05-26,0.0843,0.027239999999999997
ABBV,2020-05-27,0.09113333333333334,0.05627777777777779
ABBV,2020-05-28,-0.2553,-0.1828
ABBV,2020-05-29,0.14139999999999997,0.210575
ABBV,2020-06-01,0.12638888888888888,-0.028122222222222222
ABBV,2020-06-02,0.030666666666666665,0.012233333333333332
ABBV,2020-06-03,0.10285,0.17659999999999998
ABBV,2020-06-04,0.21075,0.18445
ABBV,2020-06-05,0.1903,0.011166666666666658
ABBV,2020-06-08,0.1403,0.08194
ABBV,2020-06-09,0.0,0.0039
ABBV,2020-06-10,0.1400888888888889,0.1934888888888889
ABBV,2020-06-11,0.54005,0.49649999999999994
ABBV,2020-06-12,0.0,0.0
ABBV,2020-06-15,0.0,0.0
ABBV,2020-06-16,0.0,0.0
ABBV,2020-06-17,0.0,0.0
ABBV,2020-06-18,0.42716666666666664,0.14686666666666667
ABBV,2020-06-19,0.4019,0.1969
ABBV,2020-06-22,0.1779,0.0013
ABBV,2020-06-23,0.0,0.0038666666666666663
ABBV,2020-06-24,0.0,0.0103
ABBV,2020-06-25,0.11315,0.19169999999999998
ABBV,2020-06-26,-0.12438,-0.036559999999999995
ABBV,2020-06-29,0.026350000000000005,-0.155425
ABBV,2020-06-30,0.0,0.0
ABBV,2020-07-01,0.31845,0.1974
ABBV,2020-07-02,0.4404,0.0116
ABBV,2020-07-06,0.0086,0.01593333333333333
ABBV,2020-07-07,0.22036666666666668,0.010333333333333335
ABBV,2020-07-08,0.42115,0.3852
ABBV,2020-07-09,0.10115,0.1917
ABBV,2020-07-10,0.4144,-0.0718
ABBV,2020-07-13,0.0,0.0323
ABBV,2020-07-14,0.4316,0.3643
ABBV,2020-07-15,0.0,0.0
ABBV,2020-07-16,0.5267,0.396
ABBV,2020-07-17,0.030949999999999978,0.03839999999999999
ABBV,2020-07-20,0.5574,0.0323
ABBV,2020-07-21,0.273925,0.106975
ABBV,2020-07-22,0.31245,0.018750000000000003
ABBV,2020-07-23,0.0,0.01035
ABBV,2020-07-24,0.46045,0.1024
ABBV,2020-07-27,0.0,0.1806
ABBV,2020-07-28,0.0,0.0
ABBV,2020-07-29,0.2787,0.1816
ABBV,2020-07-30,0.0,0.0
ABBV,2020-07-31,0.09856666666666666,0.0942888888888889
ABBV,2020-08-03,0.025414285714285716,0.02611428571428571
ABBV,2020-08-04,-0.4215,-0.4215
ABBV,2020-08-05,0.0,0.0
ABBV,2020-08-06,0.37495,0.1103
ABBV,2020-08-07,0.6501,0.1148
ABBV,2020-08-10,0.2732,0.0258
ABBV,2020-08-11,0.34,0.3442
ABBV,2020-08-12,0.0,0.0323
ABBV,2020-08-13,0.0,-0.3549
ABBV,2020-08-14,0.0,0.0
ABBV,2020-08-17,0.33335000000000004,0.0206
ABBV,2020-08-18,-0.5354,-0.14445
ABBV,2020-08-19,0.31845,0.15655000000000002
ABBV,2020-08-20,0.0,0.0142
ABBV,2020-08-21,0.0,0.0
ABBV,2020-08-24,0.0,0.0
ABBV,2020-08-25,0.0,0.009
ABBV,2020-08-26,0.0,0.009
ABBV,2020-08-27,0.0,-0.0076
ABBV,2020-08-28,0.0,0.0181
ABBV,2020-08-31,0.0,0.0
ABBV,2020-09-01,-0.021699999999999997,-0.0016999999999999951
ABBV,2020-09-02,0.0,0.0
ABBV,2020-09-03,0.0,0.0
ABBV,2020-09-04,-0.07824285714285713,0.0025714285714285717
ABBV,2020-09-08,0.0,0.0155
ABBV,2020-09-09,0.0,0.0
ABBV,2020-09-10,0.0,0.0
ABBV,2020-09-11,-0.07543333333333334,0.0038666666666666663
ABBV,2020-09-14,0.3818,0.3716
ABBV,2020-09-15,0.6249,0.0284
ABBV,2020-09-16,0.0,0.0026
ABBV,2020-09-17,-0.061850000000000016,0.05535000000000001
ABBV,2020-09-18,0.17,0.00455
ABBV,2020-09-21,0.0,0.0
ABBV,2020-09-22,0.3612,0.0323
ABBV,2020-09-23,0.0,0.0
ABBV,2020-09-24,-0.4019,-0.0129
ABBV,2020-09-25,0.0,0.0
ABBV,2020-09-28,0.10715,0.0622
ABBV,2020-09-29,0.0,0.0
ABBV,2020-09-30,0.245675,0.100825
ABBV,2020-10-01,0.455025,0.12617499999999998
ABBV,2020-10-02,0.0,0.0
ABBV,2020-10-05,0.27115,-0.12394999999999999
ABBV,2020-10-06,0.0,0.0
ABBV,2020-10-07,0.0,0.0
ABBV,2020-10-08,0.0,0.0
ABBV,2020-10-09,0.0,0.0
ABBV,2020-10-12,0.0,0.009
ABBV,2020-10-13,0.0,0.00195
ABBV,2020-10-14,0.4404,0.3685
ABBV,2020-10-15,0.17,0.018099999999999998
ABBV,2020-10-16,0.0,0.0
ABBV,2020-10-19,0.365675,0.1994
ABBV,2020-10-20,0.3753,0.41895
ABBV,2020-10-21,0.3612,0.0116
ABBV,2020-10-22,0.0,0.0
ABBV,2020-10-23,0.0,0.0
ABBV,2020-10-26,0.0,0.0
ABBV,2020-10-27,-0.34,-0.3367
ABBV,2020-10-28,0.0,0.0
ABBV,2020-10-29,0.30095,0.180825
ABBV,2020-10-30,0.08682727272727274,0.056645454545454554
ABBV,2020-11-02,0.14627777777777778,0.10676666666666666
ABBV,2020-11-03,0.0,-0.3612
ABBV,2020-11-04,0.0,0.0
ABBV,2020-11-05,0.0,0.0
ABBV,2020-11-06,0.0,0.0
ABBV,2020-11-09,0.5267,0.5267
ABBV,2020-11-10,0.4767,0.4862
ABBV,2020-11-11,0.0,0.0
ABBV,2020-11-12,-0.07655,0.1203
ABBV,2020-11-13,0.3818,0.3674
ABBV,2020-11-16,-0.04384,0.0041400000000000005
ABBV,2020-11-17,-0.13,-0.165025
ABBV,2020-11-18,0.3426,0.3080333333333333
ABBV,2020-11-19,0.0,0.0
ABBV,2020-11-20,0.148,0.00325
ABBV,2020-11-23,0.25723333333333337,0.016333333333333335
ABBV,2020-11-24,0.0,0.0
ABBV,2020-11-25,0.0,0.0129
ABBV,2020-11-27,0.0,0.0
ABBV,2020-11-30,0.46045,0.15705
ABBV,2020-12-01,0.0,0.1933
ABBV,2020-12-02,0.26585000000000003,-0.21205000000000002
ABBV,2020-12-03,0.0,0.0194
ABBV,2020-12-04,0.09866666666666667,0.10513333333333334
ABBV,2020-12-07,0.18876666666666667,0.009866666666666668
ABBV,2020-12-08,0.0,0.0
ABBV,2020-12-09,0.0,0.0
ABBV,2020-12-10,0.141575,0.10345
ABBV,2020-12-11,0.2263,0.2335
ABBV,2020-12-14,0.17,0.17450000000000002
ABBV,2020-12-15,0.0,0.0
ABBV,2020-12-16,0.0,0.0
ABBV,2020-12-17,0.0,0.21015
ABBV,2020-12-18,0.0,0.0
ABBV,2020-12-21,0.0,0.0052
ABBV,2020-12-22,0.0,0.0
ABBV,2020-12-23,0.15105,0.207925
ABBV,2020-12-24,0.0,0.0
ABBV,2020-12-28,-0.34,-0.3281
ABBV,2020-12-29,0.06743333333333333,0.0271
ABBV,2020-12-30,0.0,0.0
ABBV,2020-12-31,0.4859,0.3271
ABBV,2021-01-04,0.146025,0.10062499999999999
ABBV,2021-01-05,0.7013499999999999,0.1978
ABBV,2021-01-06,-0.4019,-0.3929
ABBV,2021-01-07,0.10606666666666666,0.12526666666666667
ABBV,2021-01-08,0.0,0.0
ABBV,2021-01-11,0.1500857142857143,0.08362857142857143
ABBV,2021-01-12,0.4428,0.1886
ABBV,2021-01-13,0.24695,0.022600000000000002
ABBV,2021-01-14,0.3818,0.0052
ABBV,2021-01-15,0.0,0.0045000000000000005
ABBV,2021-01-19,0.10115,0.00645
ABBV,2021-01-20,0.0,0.0
ABBV,2021-01-21,0.0,0.0
ABBV,2021-01-22,0.0,0.0
ABBV,2021-01-25,0.4973,-0.0052
ABBV,2021-01-26,0.0,0.006033333333333334
ABBV,2021-01-27,0.0,0.0
ABBV,2021-01-28,0.3818,0.3674
ABBV,2021-01-29,-0.1027,0.0181
ABBV,2021-02-01,0.31845,0.201
ABBV,2021-02-02,0.10715,0.06465
ABBV,2021-02-03,0.23351666666666668,0.13044166666666665
ABBV,2021-02-04,0.6633,0.2115
ABBV,2021-02-05,0.0,0.0
ABBV,2021-02-08,0.2023,0.0413
ABBV,2021-02-09,0.0,0.0
ABBV,2021-02-10,0.0,0.0071
ABBV,2021-02-11,0.0,0.11385
ABBV,2021-02-12,0.1779,0.3612
ABBV,2021-02-16,0.20535,-0.015600000000000003
ABBV,2021-02-17,0.27973333333333333,0.1855
ABBV,2021-02-18,0.0,0.0
ABBV,2021-02-19,0.5125666666666667,0.442
ABBV,2021-02-22,0.14108,0.015460000000000002
ABBV,2021-02-23,0.2868,0.13053333333333333
ABBV,2021-02-24,0.38155,0.20675
ABBV,2021-02-25,0.0,0.0
ABBV,2021-02-26,0.0,0.0
ABBV,2021-03-01,0.4111,0.1975
ABBV,2021-03-02,0.12726666666666667,0.12246666666666667
ABBV,2021-03-03,0.7351,0.0258
ABBV,2021-03-04,0.0,0.0
ABBV,2021-03-05,0.0,0.0323
ABBV,2021-03-08,0.0,0.009
ABBV,2021-03-09,0.0,0.01355
ABBV,2021-03-10,0.4256,0.186
ABBV,2021-03-11,0.34,0.0219
ABBV,2021-03-12,0.0,0.0
ABBV,2021-03-15,0.07636,0.08206
ABBV,2021-03-16,-0.148,0.02775
ABBV,2021-03-17,-0.049099999999999984,-0.010550000000000009
ABBV,2021-03-18,0.34,0.34
ABBV,2021-03-19,0.0,0.0155
ABBV,2021-03-22,-0.20095,-0.20295
ABBV,2021-03-23,0.0,-0.0155
ABBV,2021-03-24,0.0,0.0
ABBV,2021-03-25,0.0,0.0
ABBV,2021-03-26,0.0,0.0
ABBV,2021-03-29,0.5207499999999999,0.54815
ABBV,2021-03-30,0.0,0.0116
ABBV,2021-03-31,0.3825,0.19495
ABBV,2021-04-01,0.4215,0.3612
ABBV,2021-04-05,0.11996666666666665,0.05890000000000001
ABBV,2021-04-06,0.148,0.1525
ABBV,2021-04-07,0.6369,0.3643
ABBV,2021-04-08,0.34895,0.0071
ABBV,2021-04-09,0.20095,0.0071
ABBV,2021-04-12,0.286375,0.10055
ABBV,2021-04-13,-0.03210000000000002,0.008725
ABBV,2021-04-14,0.01466666666666668,-0.08363333333333332
ABBV,2021-04-15,0.31845,0.19845
ABBV,2021-04-16,0.0,-0.0181
ABBV,2021-04-19,0.0,-0.022366666666666663
ABBV,2021-04-20,0.0,0.0
ABBV,2021-04-21,0.4404,0.3643
ABBV,2021-04-22,0.4767,0.0219
ABBV,2021-04-23,0.5574,0.3559
ABBV,2021-04-26,0.20240000000000002,0.016275000000000005
ABBV,2021-04-27,0.0,0.009
ABBV,2021-04-28,0.37693333333333334,0.12546666666666667
ABBV,2021-04-29,0.2313333333333333,0.23173333333333332
ABBV,2021-04-30,0.09566923076923077,0.06457692307692307
ABBV,2021-05-03,0.18732500000000002,0.19125
ABBV,2021-05-04,0.0,0.3716
ABBV,2021-05-05,0.0,0.0155
ABBV,2021-05-06,0.0,0.0
ABBV,2021-05-07,0.0,0.009
ABBV,2021-05-10,0.11718000000000002,-0.06052
ABBV,2021-05-11,0.4019,0.0271
ABBV,2021-05-12,0.6369,0.3839
ABBV,2021-05-13,0.0,0.0
ABBV,2021-05-14,0.12040000000000001,0.13503333333333334
ABBV,2021-05-17,0.0,0.0284
ABBV,2021-05-18,0.23835,0.2487
ABBV,2021-05-19,0.0,0.0
ABBV,2021-05-20,0.0,0.0
ABBV,2021-05-21,0.6044,0.2036
ABBV,2021-05-24,0.33745,0.09820000000000001
ABBV,2021-05-25,0.2553,0.0928
ABBV,2021-05-26,0.0,0.0085
ABBV,2021-05-27,0.0,0.0045
ABBV,2021-05-28,0.0,0.0
ABBV,2021-06-01,0.245675,0.15705
ABBV,2021-06-02,0.2787,0.1772
ABBV,2021-06-03,0.0,0.0155
ABBV,2021-06-04,0.0,0.0
ABBV,2021-06-07,0.4019,0.0232
ABBV,2021-06-08,0.0,0.0026
ABBV,2021-06-09,0.0,0.0
ABBV,2021-06-10,-0.11315,0.01615
ABBV,2021-06-11,-0.11333333333333334,-0.10743333333333334
ABBV,2021-06-14,0.3909666666666667,0.03096666666666667
ABBV,2021-06-15,0.0,0.0
ABBV,2021-06-16,0.0,0.0
ABBV,2021-06-17,0.2023,0.0219
ABBV,2021-06-18,0.20610000000000003,0.1303
ABBV,2021-06-21,0.31448,0.08256
ABBV,2021-06-22,0.0,0.0
ABBV,2021-06-23,0.6369,0.3685
ABBV,2021-06-24,0.0,0.0
ABBV,2021-06-25,0.27938,0.08974
ABBV,2021-06-28,0.10175000000000001,-0.0801
ABBV,2021-06-29,-0.2083,0.0013000000000000002
ABBV,2021-06-30,0.0,0.1948
ABBV,2021-07-01,0.0,0.0
ABBV,2021-07-02,0.5574,0.0516
ABBV,2021-07-06,0.06454000000000001,0.08402
ABBV,2021-07-07,0.2889,0.1389
ABBV,2021-07-08,0.0,0.0
ABBV,2021-07-09,0.0,0.0
ABBV,2021-07-12,0.0,0.0
ABBV,2021-07-13,0.0,0.0
ABBV,2021-07-14,0.8126,0.3859
ABBV,2021-07-15,-0.07655,-0.18705000000000002
ABBV,2021-07-16,0.6597,0.3726
ABBV,2021-07-19,-0.025300000000000003,0.0025666666666666663
ABBV,2021-07-20,-0.05135,0.19185
ABBV,2021-07-21,0.0,0.0
ABBV,2021-07-22,0.0,0.0194
ABBV,2021-07-23,0.0,0.0245
ABBV,2021-07-26,0.48210000000000003,0.21730000000000002
ABBV,2021-07-27,0.5106,0.3899
ABBV,2021-07-28,0.09345,0.0479
ABBV,2021-07-29,-0.036660000000000005,0.14216
ABBV,2021-07-30,0.25486,0.08722
ABBV,2021-08-02,0.22654000000000002,0.0856
ABBV,2021-08-03,0.0,0.0
ABBV,2021-08-04,0.43122499999999997,0.1091
ABBV,2021-08-05,0.0,0.0
ABBV,2021-08-06,0.3818,0.3674
ABBV,2021-08-09,0.31845,0.19219999999999998
ABBV,2021-08-10,0.0,0.0
ABBV,2021-08-11,0.3538,0.18085
ABBV,2021-08-12,0.6369,0.3612
ABBV,2021-08-13,0.5574,0.3612
ABBV,2021-08-16,0.0,0.0
ABBV,2021-08-17,0.3021,0.014199999999999999
ABBV,2021-08-18,0.38585,0.01095
ABBV,2021-08-19,-0.1531,-0.3506
ABBV,2021-08-20,0.0,0.0
ABBV,2021-08-23,0.0,0.0
ABBV,2021-08-24,0.37020000000000003,0.18735
ABBV,2021-08-25,0.0,0.0013
ABBV,2021-08-26,0.0,0.0194
ABBV,2021-08-27,0.2745333333333333,0.29706666666666665
ABBV,2021-08-30,0.3821333333333334,0.2285
ABBV,2021-08-31,0.0,0.0
ABBV,2021-09-01,0.07830000000000001,-0.030233333333333345
ABBV,2021-09-02,0.0,0.0045
ABBV,2021-09-03,0.0,0.0
ABBV,2021-09-07,0.3062,0.02195
ABBV,2021-09-08,0.0,-0.1769
ABBV,2021-09-09,0.2997,0.37915000000000004
ABBV,2021-09-10,-0.10606666666666666,-0.1097
ABBV,2021-09-13,0.23805555555555558,0.08262222222222222
ABBV,2021-09-14,0.0,0.0
ABBV,2021-09-15,0.20555,0.09997500000000001
ABBV,2021-09-16,0.024933333333333346,-0.12223333333333335
ABBV,2021-09-17,0.148,-0.03260000000000002
ABBV,2021-09-20,0.25274,0.0779
ABBV,2021-09-21,0.0,0.0
ABBV,2021-09-22,0.0,0.0232
ABBV,2021-09-23,0.042820000000000004,0.016
ABBV,2021-09-24,0.0,0.0
ABBV,2021-09-27,0.292825,0.29735
ABBV,2021-09-28,0.24167999999999998,0.17679999999999998
ABBV,2021-09-29,0.27573333333333333,0.016366666666666668
ABBV,2021-09-30,0.0,0.006033333333333334
ABBV,2021-10-01,0.0,0.0
ABBV,2021-10-04,0.14049999999999999,0.12213333333333333
ABBV,2021-10-05,0.0,0.12296666666666667
ABBV,2021-10-06,0.0,0.0
ABBV,2021-10-07,0.07636,0.19308
ABBV,2021-10-08,0.0,0.0
ABBV,2021-10-11,0.24975,0.0071
ABBV,2021-10-12,0.3825,0.03095
ABBV,2021-10-13,0.0,0.0
ABBV,2021-10-14,0.0,0.0
ABBV,2021-10-15,0.27340000000000003,0.01959999999999999
ABBV,2021-10-18,0.04308000000000001,-0.07647999999999999
ABBV,2021-10-19,0.0,0.18425
ABBV,2021-10-20,0.0,-0.0026
ABBV,2021-10-21,0.27442500000000003,0.1521
ABBV,2021-10-22,0.0,0.0
ABBV,2021-10-25,0.23835,0.0071
ABBV,2021-10-26,-0.34,0.0052
ABBV,2021-10-27,-0.17,-0.16835
ABBV,2021-10-28,0.12193999999999998,0.20932
ABBV,2021-10-29,0.08773529411764705,0.1605705882352941
ABBV,2021-11-01,0.30706666666666665,0.1366
ABBV,2021-11-02,0.31245,0.01035
ABBV,2021-11-03,0.23946666666666663,0.25166666666666665
ABBV,2021-11-04,0.0,0.0
ABBV,2021-11-05,0.29295,0.31395
ABBV,2021-11-08,0.23271999999999998,0.14798
ABBV,2021-11-09,0.0,0.0
ABBV,2021-11-10,0.0,0.0
ABBV,2021-11-11,0.0,0.0155
ABBV,2021-11-12,0.0,0.0
ABBV,2021-11-15,0.1346,-0.053759999999999995
ABBV,2021-11-16,0.15170000000000003,0.3068
ABBV,2021-11-17,0.357325,-0.0351
ABBV,2021-11-18,0.1589,0.005566666666666667
ABBV,2021-11-19,0.0,0.009
ABBV,2021-11-22,0.10115,0.015449999999999998
ABBV,2021-11-23,0.0,-0.0271
ABBV,2021-11-24,0.0,0.0
ABBV,2021-11-26,0.0,0.0
ABBV,2021-11-29,0.0,0.0
ABBV,2021-11-30,0.0,0.0
ABBV,2021-12-01,-0.1643666666666667,-0.11223333333333334
ABBV,2021-12-02,0.0,0.0034333333333333334
ABBV,2021-12-03,0.0,0.0194
ABBV,2021-12-06,-0.0129,0.091875
ABBV,2021-12-07,0.0,0.1961
ABBV,2021-12-08,0.14323333333333335,0.007566666666666648
ABBV,2021-12-09,0.05429999999999999,0.012649999999999995
ABBV,2021-12-10,0.07543333333333334,0.0155
ABBV,2021-12-13,0.5186666666666667,0.4221
ABBV,2021-12-14,0.1991,0.109625
ABBV,2021-12-15,0.10115,0.00645
ABBV,2021-12-16,-0.10115,0.0039
ABBV,2021-12-17,0.0,0.0
ABBV,2021-12-20,-0.17,-0.1655
ABBV,2021-12-21,0.2202,0.18425
ABBV,2021-12-22,0.21230000000000002,0.06526666666666667
ABBV,2021-12-23,0.23263333333333333,0.2057
ABBV,2021-12-27,0.24578000000000003,0.30374
ABBV,2021-12-28,-0.08713333333333334,-0.06200000000000002
ABBV,2021-12-29,0.0,0.0
ABBV,2021-12-30,0.16398571428571426,0.19437142857142858
ABBV,2021-12-31,0.0516,0.0516
ABBV,2022-01-03,0.3122,0.192075
ABBV,2022-01-04,0.09866666666666667,0.20396666666666666
ABBV,2022-01-05,-0.32985,0.01225
ABBV,2022-01-06,0.148,0.2898
ABBV,2022-01-07,0.0,0.0
ABBV,2022-01-10,0.0,0.009466666666666667
ABBV,2022-01-11,0.0,0.009049999999999999
ABBV,2022-01-12,0.1101,0.1014
ABBV,2022-01-13,0.3481,0.19225
ABBV,2022-01-14,0.5531333333333334,0.461
ABBV,2022-01-18,0.10764,0.12730999999999998
ABBV,2022-01-19,0.04700000000000001,-0.008220000000000005
ABBV,2022-01-20,0.18076666666666666,0.007300000000000001
ABBV,2022-01-21,-0.27115,-0.0026
ABBV,2022-01-24,0.026362500000000004,0.011800000000000005
ABBV,2022-01-25,-0.05103333333333334,0.1272
ABBV,2022-01-26,0.07772499999999999,0.024724999999999997
ABBV,2022-01-27,0.085,0.00515
ABBV,2022-01-28,0.20413333333333336,0.37083333333333335
ABBV,2022-01-31,0.08808,0.15118
ABBV,2022-02-01,0.20184444444444444,0.10897777777777778
ABBV,2022-02-02,0.24332000000000004,0.31571
ABBV,2022-02-03,0.0,0.0
ABBV,2022-02-04,0.09866666666666667,0.18246666666666667
ABBV,2022-02-07,0.20232857142857144,0.19575714285714288
ABBV,2022-02-08,0.44655,0.3294
ABBV,2022-02-09,0.48324999999999996,0.6535
ABBV,2022-02-10,0.058533333333333326,-0.05993333333333334
ABBV,2022-02-11,0.1468,0.12943333333333334
ABBV,2022-02-14,-0.09085714285714286,-0.06728571428571428
ABBV,2022-02-15,0.09866666666666667,0.19836666666666666
ABBV,2022-02-16,0.21885,0.218675
ABBV,2022-02-17,0.0,0.0
ABBV,2022-02-18,0.32937500000000003,0.24355
ABBV,2022-02-22,0.13508333333333333,0.08513333333333334
ABBV,2022-02-23,0.0,0.0142
ABBV,2022-02-24,0.4767,0.3474
ABBV,2022-02-25,0.0,0.0194
ABBV,2022-02-28,0.1711666666666667,0.006450000000000002
ABBV,2022-03-01,0.0129,0.3715
ABBV,2022-03-02,0.13935,0.01225
ABBV,2022-03-03,0.23835,0.0161
ABBV,2022-03-04,0.0,0.18835000000000002
ABBV,2022-03-07,-0.01882499999999998,0.05957500000000002
ABBV,2022-03-08,0.11180000000000001,0.16886666666666664
ABBV,2022-03-09,0.20090000000000002,0.08568
ABBV,2022-03-10,0.0,0.0034333333333333334
ABBV,2022-03-11,0.0,0.0030333333333333336
ABBV,2022-03-14,0.33165,0.1109
ABBV,2022-03-15,0.24914999999999998,0.15780000000000002
ABBV,2022-03-16,-0.042324999999999995,0.005150000000000009
ABBV,2022-03-17,0.01544,0.03388
ABBV,2022-03-18,0.3062,0.02705
ABBV,2022-03-21,0.21363333333333334,0.21091666666666667
ABBV,2022-03-22,0.34,0.34
ABBV,2022-03-23,0.0,0.0
ABBV,2022-03-24,-0.1909,-0.0916
ABBV,2022-03-25,0.28595,0.015500000000000002
ABBV,2022-03-28,-0.055299999999999995,-0.11593333333333333
ABBV,2022-03-29,0.0,0.0155
ABBV,2022-03-30,-0.05023333333333333,0.022766666666666668
ABBV,2022-03-31,0.1661,0.20093333333333332
ABBV,2022-04-01,0.0,0.009
ABBV,2022-04-04,0.15846,0.19240000000000002
ABBV,2022-04-05,0.2209,0.17266666666666666
ABBV,2022-04-06,0.10115,0.01095
ABBV,2022-04-07,0.38915,0.0103
ABBV,2022-04-08,0.60282,0.21208
ABBV,2022-04-11,0.06164000000000001,0.04214
ABBV,2022-04-12,0.05068333333333334,-0.11191666666666666
ABBV,2022-04-13,-0.10115,0.1845
ABBV,2022-04-14,0.24455999999999997,0.14774
ABBV,2022-04-18,0.06743333333333333,0.008599999999999998
ABBV,2022-04-19,0.3817857142857143,0.29904285714285717
ABBV,2022-04-20,0.6098,0.45649999999999996
ABBV,2022-04-21,0.24695,0.02035
ABBV,2022-04-22,0.1144,0.14120000000000002
